,Year,Jurisdiction,Month_index,Month,Number,Area (hectares),area per fire
2778,1997,Yukon,7,July,37,11368.74,307.2632432432432
2779,1997,Yukon,8,August,13,2.05,0.1576923076923077
2780,1997,Yukon,9,September,3,4.41,1.47
2781,1998,Yukon,0,Unspecified,1,59.0,59.0
2782,1998,Yukon,4,April,2,5.51,2.755
2783,1998,Yukon,5,May,44,66482.63,1510.9688636363637
2784,1998,Yukon,6,June,36,2415.53,67.09805555555556
2785,1998,Yukon,7,July,73,261645.68,3584.187397260274
2786,1998,Yukon,8,August,35,13122.52,374.9291428571429
2787,1998,Yukon,9,September,7,0.53,0.07571428571428572
2788,1999,Yukon,4,April,2,0.4,0.2
2789,1999,Yukon,5,May,10,3124.95,312.495
2790,1999,Yukon,6,June,49,170131.26,3472.066530612245
2791,1999,Yukon,7,July,36,8901.32,247.2588888888889
2792,1999,Yukon,8,August,61,12658.54,207.5170491803279
2793,1999,Yukon,9,September,1,0.01,0.01
2794,2000,Yukon,0,Unspecified,8,366.65,45.83125
2795,2000,Yukon,5,May,8,3.8,0.475
2796,2000,Yukon,6,June,36,7635.2,212.08888888888887
2797,2000,Yukon,7,July,3,10.21,3.4033333333333338
2798,2001,Yukon,4,April,1,0.2,0.2
2799,2001,Yukon,5,May,8,4.6,0.575
2800,2001,Yukon,6,June,30,16656.98,555.2326666666667
2801,2001,Yukon,7,July,20,559.35,27.9675
2802,2001,Yukon,8,August,9,113.35,12.594444444444443
2803,2002,Yukon,5,May,17,21.17,1.2452941176470589
2804,2002,Yukon,6,June,30,32984.38,1099.4793333333332
2805,2002,Yukon,7,July,19,3198.35,168.3342105263158
2806,2002,Yukon,8,August,3,0.21,0.06999999999999999
2807,2003,Yukon,11,November,5,616.0,123.2
2808,2003,Yukon,4,April,3,0.62,0.20666666666666667
2809,2003,Yukon,5,May,13,12.0,0.9230769230769231
2810,2003,Yukon,6,June,30,20286.19,676.2063333333333
2811,2003,Yukon,7,July,20,27772.31,1388.6155
2812,2003,Yukon,8,August,4,98.1,24.525
2813,2003,Yukon,9,September,2,0.11,0.055
2814,2004,Yukon,10,October,1,0.2,0.2
2815,2004,Yukon,5,May,5,7.98,1.596
2816,2004,Yukon,6,June,138,1485372.27,10763.567173913043
2817,2004,Yukon,7,July,100,220116.27,2201.1627
2818,2004,Yukon,8,August,33,14129.36,428.16242424242427
2819,2004,Yukon,9,September,5,38.01,7.601999999999999
2820,2005,Yukon,4,April,1,0.2,0.2
2821,2005,Yukon,5,May,12,26.06,2.1716666666666664
2822,2005,Yukon,6,June,45,176741.93,3927.5984444444443
2823,2005,Yukon,7,July,20,10669.92,533.496
2824,2005,Yukon,8,August,4,0.22,0.055
2825,2005,Yukon,9,September,1,0.01,0.01
2826,2006,Yukon,10,October,1,0.01,0.01
2827,2006,Yukon,4,April,1,0.5,0.5
2828,2006,Yukon,5,May,3,1.52,0.5066666666666667
2829,2006,Yukon,6,June,32,42993.48,1343.54625
2830,2006,Yukon,7,July,36,51466.51,1429.625277777778
2831,2006,Yukon,8,August,5,571.21,114.242
2832,2006,Yukon,9,September,2,0.11,0.055
2833,2007,Yukon,10,October,10,292.1,29.21
2834,2007,Yukon,4,April,1,0.5,0.5
2835,2007,Yukon,5,May,10,13986.53,1398.653
2836,2007,Yukon,6,June,50,11981.49,239.6298
2837,2007,Yukon,7,July,24,10822.52,450.93833333333333
2838,2007,Yukon,8,August,15,624.62,41.641333333333336
2839,2008,Yukon,10,October,1,0.01,0.01
2840,2008,Yukon,12,December,6,109.4,18.233333333333334
2841,2008,Yukon,5,May,11,5.35,0.48636363636363633
2842,2008,Yukon,6,June,40,12648.83,316.22075
2843,2008,Yukon,7,July,6,194.53,32.42166666666667
2844,2008,Yukon,8,August,10,109.65,10.965
2845,2008,Yukon,9,September,2,0.11,0.055
2846,2009,Yukon,12,December,3,614.9,204.96666666666667
2847,2009,Yukon,5,May,9,43846.62,4871.846666666667
2848,2009,Yukon,6,June,30,19662.19,655.4063333333332
2849,2009,Yukon,7,July,60,162593.23,2709.887166666667
2850,2009,Yukon,8,August,16,3795.41,237.213125
2851,2010,Yukon,10,October,2,123.4,61.7
2852,2010,Yukon,5,May,20,61654.41,3082.7205000000004
2853,2010,Yukon,6,June,38,63100.87,1660.5492105263158
2854,2010,Yukon,7,July,18,21120.44,1173.3577777777778
2855,2010,Yukon,8,August,10,964.05,96.405
2856,2011,Yukon,4,April,1,0.01,0.01
2857,2011,Yukon,5,May,24,33238.23,1384.9262500000002
2858,2011,Yukon,6,June,13,2511.2,193.16923076923075
2859,2011,Yukon,7,July,14,4597.87,328.4192857142857
2860,2011,Yukon,8,August,1,3.0,3.0
2861,2011,Yukon,9,September,3,114.02,38.00666666666667
2862,2012,Yukon,5,May,4,47.64,11.91
2863,2012,Yukon,6,June,74,51880.63,701.0895945945946
2864,2012,Yukon,7,July,29,4462.61,153.88310344827585
2865,2012,Yukon,8,August,18,1889.31,104.96166666666666
2866,2012,Yukon,9,September,1,0.01,0.01
2867,2013,Yukon,5,May,7,22.61,3.23
2868,2013,Yukon,6,June,100,178187.2,1781.872
2869,2013,Yukon,7,July,29,16681.03,575.2079310344827
2870,2013,Yukon,8,August,39,3422.93,87.76743589743589
2871,2013,Yukon,9,September,2,0.02,0.01
2872,2014,Yukon,4,April,1,0.3,0.3
2873,2014,Yukon,5,May,4,0.55,0.1375
2874,2014,Yukon,6,June,14,3116.882,222.63442857142857
2875,2014,Yukon,7,July,10,42.062,4.2062
2876,2014,Yukon,8,August,5,0.8,0.16
2877,2015,Yukon,5,May,95,71519.57,752.8375789473685
2878,2015,Yukon,6,June,82,98320.48,1199.030243902439
2879,2015,Yukon,7,July,5,1.16,0.23199999999999998
2880,2015,Yukon,8,August,2,0.4,0.2
2881,2015,Yukon,9,September,1,0.0,0.0
2882,2016,Yukon,4,April,2,0.11,0.055
2883,2016,Yukon,5,May,8,273.24,34.155
2884,2016,Yukon,6,June,15,21231.59,1415.4393333333333
2885,2016,Yukon,7,July,19,21.4,1.1263157894736842
2886,2016,Yukon,8,August,8,11.02,1.3775
2887,2016,Yukon,9,September,1,0.04,0.04
2888,2017,Yukon,4,April,3,0.71,0.23666666666666666
2889,2017,Yukon,5,May,9,2887.38,320.82
2890,2017,Yukon,6,June,45,251052.61,5578.946888888889
2891,2017,Yukon,7,July,32,139183.42,4349.481875
2892,2017,Yukon,8,August,25,6156.03,246.2412
2893,2017,Yukon,9,September,1,0.0,0.0
2894,2018,Yukon,4,April,1,2300.0,2300.0
2895,2018,Yukon,5,May,6,168.16,28.026666666666667
2896,2018,Yukon,6,June,11,16782.12,1525.6472727272726
2897,2018,Yukon,7,July,21,54700.33,2604.7776190476193
2898,2018,Yukon,8,August,11,6634.87,603.17
2899,2018,Yukon,9,September,1,0.01,0.01
2900,2019,Yukon,4,April,4,0.13,0.0325
2901,2019,Yukon,5,May,25,135237.21,5409.488399999999
2902,2019,Yukon,6,June,18,64179.9,3565.55
2903,2019,Yukon,7,July,63,56460.07,896.1915873015873
2904,2019,Yukon,8,August,4,34.0,8.5
2905,2019,Yukon,9,September,3,125.31,41.77
2906,2020,British Columbia,0,Unspecified,649,14446.0,22.258859784283512
2907,2020,Yukon,0,Unspecified,24,15491.0,645.4583333333334
2908,2020,Alberta,0,Unspecified,723,3275.0,4.529737206085754
2909,2020,Northwest Territories,0,Unspecified,71,19073.0,268.63380281690144
2910,2020,Saskatchewan,0,Unspecified,145,42160.0,290.7586206896552
2911,2020,Manitoba,0,Unspecified,149,49527.0,332.3959731543624
2912,2020,Ontario,0,Unspecified,608,15480.0,25.460526315789473
2913,2020,Quebec,0,Unspecified,707,59985.0,84.84441301272985
2914,2020,Newfoundland and Labrador,0,Unspecified,94,4178.0,44.4468085106383
2915,2020,New Brunswick,0,Unspecified,462,1388.0,3.0043290043290045
2916,2020,Nova Scotia,0,Unspecified,176,709.0,4.028409090909091
2917,2020,Prince Edward Island,0,Unspecified,15,13.0,0.8666666666666667
2918,2020,Parks Canada,0,Unspecified,93,1664.0,17.892473118279568
